Customer ID,frequency,recency,T,monetary_value,predicted_clv,clv_segment
12472,12,356,361,835.1708333,7941.145616,VIP
12474,11,288,302,444.5418182,4695.859039,VIP
12475,0,0,45,0,1062.205956,Medium Value
12476,7,105,137,866.75,10058.22445,VIP
12477,2,224,259,2517.7,5068.43261,VIP
12480,2,108,143,865.66,3141.949051,VIP
12481,5,242,243,759.094,4345.049506,VIP
12482,5,77,289,3450.728,12446.33626,VIP
12483,9,299,313,259.3222222,2390.339287,VIP
12484,5,198,317,252.626,1430.966154,High Value
12485,0,0,165,0,524.9404018,Low Value
12486,0,0,67,0,894.3823628,Medium Value
12487,0,0,366,0,284.1819152,Low Value
12490,10,360,374,380.177,3141.588655,VIP
12492,0,0,39,0,1119.497022,High Value
12494,2,211,212,140.95,836.3735952,Medium Value
12495,0,0,276,0,357.6236893,Low Value
12496,0,0,256,0,379.4132007,Low Value
12497,1,244,280,3993.64,3679.33358,VIP
12499,0,0,196,0,464.2765618,Low Value
12500,6,238,309,215.9933333,1507.766183,High Value
12503,0,0,220,0,426.1497447,Low Value
12504,1,179,232,162.6,629.4563398,Low Value
12505,0,0,44,0,1071.343728,Medium Value
12507,0,0,220,0,426.1497447,Low Value
12510,5,276,371,751.914,3054.246232,VIP
12511,0,0,64,0,914.0758195,Medium Value
12514,0,0,277,0,356.5997225,Low Value
12516,1,169,235,647.1,1077.507856,High Value
12519,0,0,112,0,675.9410657,Medium Value
12523,11,358,368,227.9836364,2231.348077,VIP
12524,7,281,305,868.7842857,5626.7372,VIP
12525,2,149,283,203.65,773.2767316,Medium Value
12527,1,35,165,85,709.6621049,Medium Value
12529,0,0,164,0,527.1623639,Low Value
12530,4,227,278,434.995,2017.987827,VIP
12531,0,0,322,0,315.8975177,Low Value
12533,1,111,374,437.97,603.7084629,Low Value
12537,0,0,44,0,1071.343728,Medium Value
12538,0,0,14,0,1444.024393,High Value
12539,1,266,352,497.34,678.8470054,Medium Value
12540,13,354,368,649.3576923,6646.55644,VIP
12542,1,156,276,117.09,511.7389493,Low Value
12543,0,0,84,0,797.0713261,Medium Value
12547,0,0,136,0,598.0412276,Low Value
12549,4,122,333,254.315,1127.020368,High Value
12553,1,38,59,378.48,1931.206562,VIP
12554,0,0,84,0,797.0713261,Medium Value
12555,0,0,318,0,319.1353852,Low Value
12557,3,351,358,1590.846667,3815.225858,VIP
12562,1,50,71,759.18,2535.04617,VIP
12563,0,0,44,0,1071.343728,Medium Value
12567,6,299,302,631.05,3679.254254,VIP
12568,0,0,280,0,353.5627054,Low Value
12570,0,0,318,0,319.1353852,Low Value
12573,3,84,101,134.95,1623.870887,High Value
12575,1,69,162,281.02,961.3706826,Medium Value
12576,2,134,162,226.07,1234.071852,High Value
12577,2,355,372,392.7,879.297001,Medium Value
12578,1,58,79,836.08,2547.671294,VIP
12580,0,0,212,0,438.1433141,Low Value
12582,1,155,213,631.93,1145.287489,High Value
12583,12,360,369,529.0516667,5075.137905,VIP
12586,2,349,359,721.69,1368.810815,High Value
12588,1,198,233,414.98,865.8776958,Medium Value
12589,2,268,325,1666.74,2927.330814,VIP
12591,1,18,44,201.15,1740.280631,High Value
12592,0,0,155,0,548.0400195,Low Value
12594,4,268,282,399.4375,1871.212576,VIP
12595,0,0,140,0,586.7707165,Low Value
12598,2,185,284,440.81,1175.667484,High Value
12599,5,196,213,152.932,1413.947612,High Value
12600,11,361,368,196.2709091,1973.017169,VIP
12601,0,0,40,0,1109.523133,High Value
12605,3,82,94,325.32,2758.144305,VIP
12606,0,0,318,0,319.1353852,Low Value
12608,0,0,40,0,1109.523133,High Value
12609,5,345,355,395.682,1851.960276,VIP
12613,4,337,361,534.97,1925.727393,VIP
12615,2,218,267,1147.155,2498.52778,VIP
12616,0,0,24,0,1293.979395,High Value
12619,0,0,196,0,464.2765618,Low Value
12621,15,303,304,720.78,9850.730552,VIP
12623,5,280,332,372.604,1863.036376,VIP
12625,1,87,232,1511.37,1901.538248,VIP
12629,1,38,59,853.86,2973.908545,VIP
12631,3,237,329,700.9633333,2015.199531,VIP
12632,1,44,200,410.56,960.8602981,Medium Value
12633,2,143,161,648.895,2338.429001,VIP
12634,1,13,184,130,703.9062719,Medium Value
12635,1,64,92,509.9,1774.108253,High Value
12636,0,0,374,0,279.0873866,Low Value
12637,3,165,179,540.19,2625.21879,VIP
12638,0,0,275,0,358.6535536,Low Value
12639,1,193,263,572.69,923.6606119,Medium Value
12643,5,226,247,558.516,3287.240052,VIP
12644,2,264,330,384.325,957.5828356,Medium Value
12645,3,259,304,463.49,1563.643465,High Value
12647,22,328,331,582.6418182,10853.58477,VIP
12648,2,264,337,294.1,807.4546137,Medium Value
12649,4,314,332,341.21,1458.311763,High Value
12651,2,87,101,82.375,1165.422414,High Value
12652,0,0,70,0,875.5196219,Medium Value
12653,0,0,162,0,531.6632014,Low Value
12655,0,0,59,0,948.8990174,Medium Value
12656,2,137,198,705.83,2143.997754,VIP
12661,0,0,72,0,863.3803723,Medium Value
12662,9,244,253,295.7644444,3156.117529,VIP
12663,1,44,304,85.65,445.151101,Low Value
12664,1,212,362,639.08,756.5336566,Medium Value
12665,1,252,305,81.8,446.0716039,Low Value
12666,0,0,30,0,1218.042309,High Value
12668,5,299,313,1176.358,5283.669297,VIP
12670,1,281,302,538.64,801.7685577,Medium Value
12671,0,0,242,0,396.3161052,Low Value
12672,0,0,231,0,410.6918359,Low Value
12673,0,0,37,0,1139.992639,High Value
12675,1,25,214,12.75,513.511952,Low Value
12676,2,75,119,473.835,2293.215662,VIP
12677,1,111,302,204.4,542.0956204,Low Value
12678,8,326,337,1815.3025,11892.9176,VIP
12681,23,359,362,698.5304348,12548.69238,VIP
12682,22,373,374,514.5177273,8715.462619,VIP
12683,6,361,362,660.3183333,3302.69634,VIP
12686,0,0,7,0,1571.59222,High Value
12687,0,0,116,0,661.5783519,Medium Value
12691,0,0,56,0,971.0963757,Medium Value
12692,0,0,273,0,360.7311799,Low Value
12693,2,126,158,133.88,1012.70971,Medium Value
12694,0,0,57,0,963.5827528,Medium Value
12695,2,137,301,165.68,673.2130126,Medium Value
12696,1,74,144,534.76,1379.75827,High Value
12698,0,0,226,0,417.5768068,Low Value
12699,0,0,53,0,994.3571812,Medium Value
12701,3,104,269,367.1266667,1436.729718,High Value
12703,2,51,320,82.725,496.7118522,Low Value
12705,3,150,169,1116.313333,4958.834157,VIP
12708,8,353,357,299.465,2187.919252,VIP
12709,14,364,366,1406.804286,15103.49634,VIP
12711,1,65,312,789.75,961.1920813,Medium Value
12712,9,365,366,273.7477778,2200.209831,VIP
12714,6,347,371,1450.366667,6667.783579,VIP
12717,0,0,226,0,417.5768068,Low Value
12720,4,137,142,386.6125,3013.406187,VIP
12721,1,86,107,605.4,1779.703415,High Value
12724,2,152,171,357.355,1515.971524,High Value
12725,3,213,220,419.27,1872.371272,VIP
12726,3,237,260,341.38,1428.238941,High Value
12727,2,212,290,469.755,1205.550542,High Value
12728,0,0,19,0,1364.890193,High Value
12730,0,0,157,0,543.2588751,Low Value
12731,4,205,283,1313.35,5098.909763,VIP
12733,2,300,325,455.35,1078.756188,High Value
12734,1,18,28,398.9,2586.251472,VIP
12737,0,0,134,0,603.8404213,Low Value
12738,0,0,8,0,1552.005324,High Value
12739,1,9,30,268,2166.297566,VIP
12741,1,4,169,170,794.0173437,Medium Value
12742,0,0,261,0,373.7206299,Low Value
12744,1,132,227,2784.82,3162.208185,VIP
12745,2,196,318,361.925,950.4375786,Medium Value
12746,0,0,176,0,501.6802976,Low Value
12747,15,363,368,313.3253333,3874.983346,VIP
12748,95,370,371,238.5132632,16997.97416,VIP
12749,2,122,157,986.79,3270.805991,VIP
12751,0,0,80,0,818.0128667,Medium Value
12755,8,328,329,651.97,4617.463271,VIP
12758,4,279,374,1164.2425,3641.24917,VIP
12759,4,349,371,745.26,2481.859489,VIP
12760,0,0,91,0,762.8931256,Medium Value
12761,1,7,100,25,877.3790414,Medium Value
12763,0,0,5,0,1612.287786,High Value
12765,5,169,277,251.516,1588.684091,High Value
12766,2,41,43,1102.145,7103.651956,VIP
12767,0,0,11,0,1496.068743,High Value
12768,0,0,86,0,786.9975731,Medium Value
12770,0,0,92,0,758.2483501,Medium Value
12771,0,0,121,0,644.4611058,Medium Value
12773,0,0,200,0,457.4552788,Low Value
12774,0,0,171,0,511.9922816,Low Value
12775,1,21,45,127.96,1546.022854,High Value
12776,0,0,303,0,331.8921712,Low Value
12777,0,0,93,0,753.6597923,Medium Value
12778,2,206,238,287.425,1052.26093,Medium Value
12779,6,365,372,394.8483333,2076.262285,VIP
12780,0,0,234,0,406.6687649,Low Value
12782,5,145,155,399.844,3501.63501,VIP
12784,0,0,165,0,524.9404018,Low Value
12785,1,196,367,421.55,605.0705421,Low Value
12786,0,0,245,0,392.568467,Low Value
12787,0,0,49,0,1027.162294,Medium Value
12788,3,65,164,94.6,1023.015245,Medium Value
12789,1,181,329,92.25,426.2636475,Low Value
12790,0,0,46,0,1053.222751,Medium Value
12791,4,251,260,179.2075,1157.9981,High Value
12792,0,0,170,0,514.1057599,Low Value
12793,1,30,37,131.8,1670.098605,High Value
12796,0,0,264,0,370.3863492,Low Value
12797,1,59,60,254.03,1646.622646,High Value
12798,0,0,57,0,963.5827528,Medium Value
12799,0,0,165,0,524.9404018,Low Value
12800,1,206,312,180.92,511.9323971,Low Value
12801,0,0,136,0,598.0412276,Low Value
12802,5,121,199,242.918,1997.710352,VIP
12803,0,0,29,0,1230.073387,High Value
12804,1,35,136,147.09,895.1383863,Medium Value
12805,3,293,310,389.4833333,1359.454768,High Value
12806,3,153,224,508.1533333,2121.511735,VIP
12807,0,0,19,0,1364.890193,High Value
12808,2,94,98,116.4,1307.328493,High Value
12809,1,82,283,632.95,916.2310785,Medium Value
12810,1,142,312,375.33,656.5550558,Medium Value
12811,1,49,63,236.1,1571.48252,High Value
12813,2,192,329,721.8,1466.365127,High Value
12817,1,35,70,329.34,1681.884132,High Value
12819,0,0,94,0,749.1264377,Medium Value
12820,6,337,370,266.48,1524.837454,High Value
12821,0,0,247,0,390.1091711,Low Value
12823,9,285,315,480.6111111,4043.730004,VIP
12825,1,120,277,303.8,663.3405973,Medium Value
12826,5,356,357,204.566,1133.41613,High Value
12829,0,0,186,0,482.2542473,Low Value
12831,0,0,99,0,727.2538627,Medium Value
12835,36,309,372,159.9505556,3442.088362,VIP
12836,9,349,374,394.3211111,2948.565784,VIP
12837,0,0,205,0,449.2054643,Low Value
12838,8,219,228,310.9125,3219.719351,VIP
12839,12,365,368,344.5258333,3443.469898,VIP
12840,2,237,310,582.6,1321.768861,High Value
12841,16,150,155,198.326875,5266.613582,VIP
12842,1,333,373,401.8,585.2944015,Low Value
12843,19,344,362,253.1215789,4013.13644,VIP
12844,1,151,229,199.61,670.805137,Medium Value
12846,0,0,318,0,319.1353852,Low Value
12847,0,0,23,0,1307.565862,High Value
12848,0,0,311,0,324.9642854,Low Value
12849,3,210,227,522.46,2149.882639,VIP
12850,0,0,81,0,812.6749886,Medium Value
12851,0,0,113,0,672.2922368,Medium Value
12853,3,245,308,512.4666667,1666.436179,High Value
12854,3,167,364,381.3933333,1158.883586,High Value
12855,2,30,38,114.76,2006.258003,VIP
12857,3,247,319,792.3333333,2285.880512,VIP
12858,0,0,19,0,1364.890193,High Value
12859,0,0,94,0,749.1264377,Medium Value
12860,0,0,329,0,310.3865858,Low Value
12861,0,0,255,0,380.5725891,Low Value
12862,1,70,131,497.64,1415.613134,High Value
12863,4,210,225,409.75,2272.41709,VIP
12864,0,0,144,0,575.9171571,Low Value
12865,1,98,112,712.09,1898.577913,VIP
12866,1,28,138,325.4,1129.310038,High Value
12867,5,326,359,716.166,3018.25976,VIP
12868,2,19,28,169.475,2535.138995,VIP
12869,0,0,317,0,319.9552498,Low Value
12870,2,249,260,733.825,1798.135197,VIP
12871,0,0,75,0,845.7898365,Medium Value
12872,10,371,372,267.83,2333.160872,VIP
12873,1,284,317,1160.9,1231.742977,High Value
12874,1,169,190,459.16,1056.404126,Medium Value
12875,2,226,333,354.24,904.5153308,Medium Value
12876,1,196,226,978.23,1430.604966,High Value
12877,7,289,326,159.9871429,1312.512344,High Value
12880,1,193,210,302.95,822.132159,Medium Value
12887,0,0,19,0,1364.890193,High Value
12889,3,121,138,95.35,1163.828432,High Value
12890,0,0,23,0,1307.565862,High Value
12891,7,201,295,69.78571429,858.9961332,Medium Value
12892,0,0,32,0,1194.672699,High Value
12894,0,0,211,0,439.6901459,Low Value
12897,1,162,179,193.6,797.9952714,Medium Value
12898,1,196,295,152.64,513.4548896,Low Value
12899,0,0,49,0,1027.162294,Medium Value
12900,0,0,58,0,956.1845126,Medium Value
12903,0,0,64,0,914.0758195,Medium Value
12905,1,106,318,424.76,681.5361285,Medium Value
12907,1,99,130,180.48,972.0764584,Medium Value
12908,2,250,266,354,1084.986176,High Value
12909,2,229,289,320.205,958.4980208,Medium Value
12910,3,242,257,567.84,2083.180499,VIP
12911,0,0,187,0,480.3940679,Low Value
12913,8,370,374,459.90875,3037.325015,VIP
12914,0,0,36,0,1150.524491,High Value
12915,2,217,225,302.4,1129.219724,High Value
12916,2,242,320,634.27,1367.853715,High Value
12917,3,330,366,737.4333333,1926.627048,VIP
12918,0,0,262,0,372.6025527,Low Value
12920,1,154,361,184.96,455.7182293,Low Value
12921,28,372,374,681.1767857,14435.9542,VIP
12923,1,185,211,186.7,700.8401602,Medium Value
12924,6,337,366,221.025,1339.15373,High Value
12925,0,0,228,0,414.7953014,Low Value
12926,3,314,361,385.9333333,1191.416044,High Value
12927,0,0,30,0,1218.042309,High Value
12928,5,171,185,351.48,2795.57051,VIP
12931,30,358,374,1637.712667,36510.42117,VIP
12932,6,128,303,212.3066667,1373.642559,High Value
12933,3,349,365,307.9033333,1014.632587,Medium Value
12934,0,0,372,0,280.3438173,Low Value
12935,6,232,243,267.4166667,2143.350785,VIP
12937,4,273,372,355.82,1364.570984,High Value
12939,9,317,332,1465.333333,10999.4716,VIP
12941,0,0,360,0,288.1265648,Low Value
12942,0,0,1,0,1700.347985,High Value
12943,1,47,241,180.65,623.6932641,Low Value
12945,0,0,292,0,341.9148992,Low Value
12946,0,0,72,0,863.3803723,Medium Value
12947,0,0,9,0,1532.900703,High Value
12948,1,7,373,124,391.382029,Low Value
12949,10,354,372,956.478,7379.709966,VIP
12951,8,312,334,247.66875,1979.164472,VIP
12953,0,0,158,0,540.8994508,Low Value
12954,0,0,274,0,359.6893666,Low Value
12956,2,40,360,180.41,566.4466976,Low Value
12957,3,187,364,1193.826667,2886.090743,VIP
12958,1,183,219,372.6,865.4916046,Medium Value
12959,0,0,120,0,647.8133239,Medium Value
12960,3,248,297,302.8,1187.209832,High Value
12961,0,0,15,0,1427.471798,High Value
12963,4,154,155,257.22,2124.039043,VIP
12964,0,0,73,0,857.4361183,Medium Value
12967,1,12,19,1368.4,5898.263645,VIP
12969,0,0,238,0,401.4256975,Low Value
12970,2,355,371,406.045,899.5586861,Medium Value
12971,30,358,360,157.381,3974.768967,VIP
12972,3,248,297,230.5633333,1004.790686,Medium Value
12973,0,0,49,0,1027.162294,Medium Value
12974,0,0,201,0,455.7811626,Low Value
12975,4,297,369,414.615,1543.948979,High Value
12976,5,287,301,408.032,2171.457126,VIP
12977,1,10,147,253.44,985.509748,Medium Value
12978,4,344,365,389.31,1487.429016,High Value
12979,0,0,365,0,284.831839,Low Value
12980,11,351,373,737.88,6313.703374,VIP
12982,6,212,242,275.3833333,2196.680728,VIP
12983,0,0,234,0,406.6687649,Low Value
12986,6,259,323,404.3283333,2371.29886,VIP
12987,2,268,324,235.59,744.6271303,Medium Value
12989,14,305,365,443.8957143,4979.961825,VIP
12990,3,202,255,143,883.7010386,Medium Value
12991,0,0,25,0,1280.672393,High Value
12992,0,0,361,0,287.461536,Low Value
12993,2,214,295,337.66,971.1602969,Medium Value
12996,0,0,11,0,1496.068743,High Value
12997,3,218,248,293.69,1342.453841,High Value
12998,2,161,289,309.94,938.7622348,Medium Value
13000,0,0,361,0,287.461536,Low Value
13001,19,332,372,709.65,10273.83282,VIP
13002,1,18,70,112.8,1242.6028,High Value
13004,17,338,360,334.6117647,4693.383994,VIP
13005,1,26,93,256.25,1318.963613,High Value
13007,0,0,215,0,433.5674383,Low Value
13008,1,326,359,193.35,464.9322964,Low Value
13009,0,0,308,0,327.5280815,Low Value
13010,1,274,284,153,530.16958,Low Value
13011,0,0,8,0,1552.005324,High Value
13012,2,163,228,464.55,1443.558658,High Value
13013,15,354,361,470.5546667,5721.37586,VIP
13014,0,0,68,0,888.0051135,Medium Value
13015,4,165,239,626.125,3037.122385,VIP
13018,3,235,284,555.5866667,1891.946108,VIP
13019,5,354,369,194.99,1067.728189,Medium Value
13020,1,97,295,170.95,525.907888,Low Value
13021,7,360,370,291.0214286,1853.646344,VIP
13022,0,0,65,0,907.4156692,Medium Value
13023,0,0,164,0,527.1623639,Low Value
13024,1,112,218,308.04,803.1069452,Medium Value
13025,0,0,367,0,283.5349508,Low Value
13026,3,238,362,140.58,659.5068594,Medium Value
13027,12,303,324,828.6,8602.324693,VIP
13029,1,149,159,332.1,1039.639085,Medium Value
13030,0,0,4,0,1633.436389,High Value
13031,4,147,190,610.2575,3533.383569,VIP
13032,3,68,96,429.9666667,3301.134817,VIP
13033,0,0,65,0,907.4156692,Medium Value
13034,1,32,37,165.86,1759.956141,High Value
13035,0,0,67,0,894.3823628,Medium Value
13036,0,0,320,0,317.5081969,Low Value
13037,7,337,372,388.67,2339.737414,VIP
13039,3,138,358,282.6433333,955.6129035,Medium Value
13041,3,139,225,180.99,1088.935997,High Value
13042,2,134,368,444.22,947.588637,Medium Value
13044,9,208,336,457.3422222,3479.953073,VIP
13045,1,85,122,178.2,1008.500807,Medium Value
13046,0,0,92,0,758.2483501,Medium Value
13047,11,350,359,477.3927273,4353.937683,VIP
13048,4,245,317,463.425,1906.905427,VIP
13049,1,12,37,504,2648.96265,VIP
13050,18,358,360,343.32,5078.184842,VIP
13051,1,41,255,80.8,508.8110813,Low Value
13052,4,234,290,564.8525,2403.017604,VIP
13053,0,0,257,0,378.2608549,Low Value
13055,0,0,65,0,907.4156692,Medium Value
13056,0,0,187,0,480.3940679,Low Value
13057,2,101,267,184.3,771.8525076,Medium Value
13059,7,205,254,213.3828571,1965.540284,VIP
13063,0,0,116,0,661.5783519,Medium Value
13064,1,41,227,321.6,787.5678746,Medium Value
13065,4,174,183,216.87,1692.033952,High Value
13067,1,37,82,141.65,1200.641029,High Value
13069,12,174,179,371.1233333,6417.604008,VIP
13070,2,273,368,184.35,599.301686,Low Value
13071,0,0,248,0,388.8910421,Low Value
13073,1,26,73,115.2,1222.209751,High Value
13074,3,212,359,355.1466667,1124.662553,High Value
13076,0,0,93,0,753.6597923,Medium Value
13077,7,362,364,302.4228571,1938.546914,VIP
13078,30,372,374,542.4726667,12370.86701,VIP
13079,0,0,53,0,994.3571812,Medium Value
13080,2,208,245,76.175,625.2589519,Low Value
13081,16,360,367,1786.386875,21726.12903,VIP
13082,8,293,353,441.2425,3060.832974,VIP
13083,0,0,61,0,934.6561074,Medium Value
13084,0,0,127,0,625.0544312,Low Value
13085,2,59,374,683.05,1212.247513,High Value
13086,0,0,18,0,1380.015411,High Value
13087,0,0,362,0,286.7995699,Low Value
13088,0,0,53,0,994.3571812,Medium Value
13089,67,369,373,858.8646269,42603.12894,VIP
13090,10,129,130,482.32,8528.493998,VIP
13091,0,0,365,0,284.831839,Low Value
13092,6,253,303,202.4,1465.324053,High Value
13093,36,362,371,1281.0475,34545.24624,VIP
13094,1,21,25,223.68,2147.771671,VIP
13096,0,0,30,0,1218.042309,High Value
13097,13,350,374,525.19,5369.867941,VIP
13101,2,183,317,212.83,720.6359979,Medium Value
13102,13,217,218,353.9376923,5736.792505,VIP
13103,1,140,213,342.36,852.5500918,Medium Value
13104,2,238,289,256.98,852.5729552,Medium Value
13105,0,0,72,0,863.3803723,Medium Value
13106,0,0,49,0,1027.162294,Medium Value
13107,4,260,309,778.7875,2992.580144,VIP
13108,1,63,71,350.06,1713.262985,High Value
13109,0,0,187,0,480.3940679,Low Value
13110,4,301,374,276.505,1136.293418,High Value
13111,0,0,354,0,292.1822656,Low Value
13112,0,0,177,0,499.6675477,Low Value
13113,13,255,257,450.48,6308.140465,VIP
13114,0,0,366,0,284.1819152,Low Value
13115,5,220,235,489.084,3055.917267,VIP
13117,11,258,259,139.1527273,1999.795209,VIP
13118,3,63,75,332.0766667,3154.763707,VIP
13119,0,0,304,0,331.0100741,Low Value
13123,1,57,165,151.31,791.3506812,Medium Value
13124,0,0,21,0,1335.613165,High Value
13125,0,0,159,0,538.5604327,Low Value
13126,5,281,283,286.752,1737.518088,High Value
13128,0,0,267,0,367.1110389,Low Value
13129,1,77,165,124.5,759.6985393,Medium Value
13131,2,250,304,794.53,1684.89731,High Value
13133,0,0,95,0,744.6472959,Medium Value
13134,1,14,52,407.8,2105.876497,VIP
13135,0,0,127,0,625.0544312,Low Value
13136,4,356,367,779.465,2603.351971,VIP
13137,7,116,138,460.2485714,5685.080133,VIP
13138,1,24,32,193.23,1919.562471,VIP
13139,0,0,73,0,857.4361183,Medium Value
13140,2,125,127,269.83,1584.307076,High Value
13141,10,345,366,492.838,4034.306377,VIP
13143,0,0,220,0,426.1497447,Low Value
13144,0,0,67,0,894.3823628,Medium Value
13145,3,227,235,234.3333333,1219.610137,High Value
13148,10,343,368,458.329,3759.90111,VIP
13150,1,146,266,273.45,659.8624237,Medium Value
13151,1,2,263,301.5,675.2889027,Medium Value
13152,6,277,330,277.6516667,1727.08422,High Value
13154,2,336,371,643.87,1224.891818,High Value
13155,2,123,127,271.36,1588.890201,High Value
13156,2,291,312,396.31,1022.034906,Medium Value
13157,3,232,277,1250.98,3786.480742,VIP
13158,0,0,24,0,1293.979395,High Value
13161,0,0,136,0,598.0412276,Low Value
13162,11,355,371,626.6363636,5443.687591,VIP
13163,0,0,246,0,391.3349553,Low Value
13164,1,98,303,96.4,457.5973557,Low Value
13165,0,0,49,0,1027.162294,Medium Value
13166,0,0,50,0,1018.759736,Medium Value
13167,0,0,26,0,1267.636321,High Value
13168,0,0,178,0,497.6708839,Low Value
13169,0,0,198,0,460.8406795,Low Value
13172,0,0,36,0,1150.524491,High Value
13173,8,362,365,247.875,1842.174713,VIP
13174,8,366,371,755.9275,4789.494782,VIP
13175,1,153,371,512.3,657.5344796,Medium Value
13177,0,0,66,0,900.8518757,Medium Value
13178,9,326,359,857.2144444,6184.25778,VIP
13179,0,0,254,0,381.7390848,Low Value
13180,0,0,243,0,395.0589673,Low Value
13181,0,0,17,0,1395.479644,High Value
13183,5,241,271,516.992,2864.572885,VIP
13187,0,0,260,0,374.8454373,Low Value
13190,2,188,368,211.78,634.7273987,Low Value
13191,0,0,294,0,340.0478048,Low Value
13192,2,151,322,460.86,1089.188737,High Value
13194,0,0,57,0,963.5827528,Medium Value
13195,0,0,50,0,1018.759736,Medium Value
13196,2,174,253,535.545,1464.559979,High Value
13197,0,0,245,0,392.568467,Low Value
13198,1,47,70,751.15,2536.412097,VIP
13199,24,368,370,269.8970833,5192.656865,VIP
13201,3,140,278,307.9533333,1255.650763,High Value
13202,6,336,366,210.0166667,1290.7203,High Value
13203,5,336,358,287.778,1438.619047,High Value
13204,0,0,367,0,283.5349508,Low Value
13205,0,0,79,0,823.4213324,Medium Value
13206,11,332,368,664.5909091,5780.284977,VIP
13207,1,161,248,71.4,515.6773185,Low Value
13208,2,287,372,351.74,822.477069,Medium Value
13209,4,170,320,590.15,2274.047774,VIP
13211,5,352,369,259.212,1299.806676,High Value
